use_idf,max_df,tf-bias,use_hidden_layer,num_epochs,recall@max_len,precision@10,distribution_diff,document_frequency
True,1,0.5,True,5,0.0001340585978369383,0.00018977904297139757,0.41771434109362665,0.1392372817993092
True,1,1.0,True,5,0.0001378032514078025,0.0001491121051918124,0.4168845374612317,0.14257113853807027
